Date,Open,High,Low,Close,Volume,Adj Close
2015-02-06,75.68,75.70,74.25,74.47,20989300,74.47
2015-02-05,75.71,75.98,75.21,75.61,14887400,75.61
2015-02-04,75.09,76.35,75.01,75.63,20159100,75.63
2015-02-03,75.19,75.58,73.86,75.40,26874900,75.40
2015-02-02,76.11,76.14,73.75,74.99,41835000,74.99
