Date,Open,High,Low,Close,Volume,Adj Close
2015-02-06,225000.00,227450.00,224376.00,224880.00,300,224880.00
2015-02-05,222195.00,224863.00,221800.00,224560.00,400,224560.00
2015-02-04,222000.00,222754.00,220815.00,221027.00,200,221027.00
2015-02-03,221800.00,222695.00,218925.00,222183.00,300,222183.00
2015-02-02,216001.00,220100.00,215151.00,220100.00,200,220100.00
