Date,Open,High,Low,Close,Volume,Adj Close
2015-02-06,35.52,35.99,35.18,35.20,42400,35.20
2015-02-05,34.35,36.10,34.35,35.71,99300,35.71
2015-02-04,34.06,35.00,34.06,34.57,78200,34.57
2015-02-03,33.54,35.12,33.52,34.39,96500,34.39
2015-02-02,33.96,33.96,32.51,33.29,89000,33.29
