Date,Open,High,Low,Close,Volume,Adj Close
2015-02-06,99.42,99.74,98.30,98.75,2556400,98.75
2015-02-05,97.45,97.79,96.82,97.79,2427200,97.79
2015-02-04,98.99,99.10,97.86,98.15,2297300,98.15
2015-02-03,97.54,97.66,96.53,97.41,1292900,97.41
2015-02-02,97.24,97.66,96.35,97.65,1539200,97.65
